"comp_ID","study_ID","dam_ID","animal_ID","author","year","title","journal","species","strain","manip_type","manip_direction","nom_manip_val","nom_manip_val2","intake_reported","vitmin_eql","adlib_con","adlib_exp","diet_con","diet_exp","dam_diet_start_dPC","dam_diet_end_dPC","diet_label","age_mating","n_con_dam","n_exp_dam","multi_use_con","dam_housing","temperature","photoperiod","litter_size","litter_size_equalized","crossfostered","sex","housing","bodyweight_mean_contr","bodyweight_SE_contr","bodyweight_mean_exp","bodyweight_SE_exp","bw_N_contr","bw_N_exp","bw_dayPG","birthweight_mean_contr","birthweight_SE_contr","birthweight_mean_exp","birthweight_SE_exp","birthweight_N_contr","birthweight_N_exp","offspring_diet","offspring_con_adlib","offspring_diet_level","offspring_diet_end_dPP","post_diet_adlib","response_age_dPP","author.s.behaviour","my.behaviour","response_test","time_trial","measure","unit","high_better","night.day","comparison","exp_mean","exp_se","exp_n","con_mean","con_se","con_n","con_ID","percentage","treatment","set","set2","Missing","exp_sd","con_sd","varianceoftreatment","varianceofcontrols","d","H.d","SE.d","N_total","H.d_Var_combined"
"comp_75","s_06","D_12","A_16","Nollan",2001,"Lack of effect of protein ","J039","rats","Wistar","protein","-",0,NA,"no","no","yes","yes","Nolan_control","TD_93328_Harland_Teklad",1,"22","pre",NA,NA,NA,"no","",NA,"14",NA,"yes","yes","m","group","384.1",4.47,337.9,4.2,NA,NA,84,6.7,0.8,3.9,"0.5",NA,NA,"control","yes","Nolan_control",0,"yes","122","ANXIETY","ANXIETY","EPM","10","Closed_arm_entries","#","no","day","con_exp_4mo",10.28,1.11,7,5.54,0.7,7,"con_24","no","protein-","protein-.ANXIETY","PR_anx",0,2.9367839552817,1.85202591774521,8.6247,3.43,1.93070150949002,1.80746524292683,0.649489333423171,14,0.421836394230475
"comp_76","s_06","D_12","A_16","Nollan",2001,"Lack of effect of protein ","J039","rats","Wistar","protein","-",0,NA,"no","no","yes","yes","Nolan_control","TD_93328_Harland_Teklad",1,"22","pre",NA,NA,NA,"no","",NA,"14",NA,"yes","yes","m","group","384.1",4.47,337.9,4.2,NA,NA,84,6.7,0.8,3.9,"0.5",NA,NA,"control","yes","Nolan_control",0,"yes","122","ANXIETY","ANXIETY","EPM","10","Open_arm_entries","#","yes","day","con_exp_4mo",2.67,0.45,7,1.57,0.94,7,"con_25","no","protein-","protein-.ANXIETY","PR_anx",0,1.19058808997907,2.48700623240072,1.4175,6.1852,0.564187884961329,-0.528175892304223,0.545287104436515,14,0.297338026264759
"comp_77","s_06","D_12","A_16","Nollan",2001,"Lack of effect of protein ","J039","rats","Wistar","protein","-",0,NA,"no","no","yes","yes","Nolan_control","TD_93328_Harland_Teklad",1,"22","pre",NA,NA,NA,"no","",NA,"14",NA,"yes","yes","m","group","384.1",4.47,337.9,4.2,NA,NA,84,6.7,0.8,3.9,"0.5",NA,NA,"control","yes","Nolan_control",0,"yes","122","ANXIETY","ANXIETY","EPM","10","Open_arm_time","sec","yes","day","con_exp_4mo",47.53,10.97,7,24.37,7.92,7,"con_26","no","protein-","protein-.ANXIETY","PR_anx",0,29.0238918823786,20.9543503836316,842.3863,439.0848,0.914953756853629,-0.856552453224674,0.56239165483481,14,0.316284373427836
"comp_78","s_06","D_12","A_16","Nollan",2001,"Lack of effect of protein ","J039","rats","Wistar","protein","-",0,NA,"no","no","yes","yes","Nolan_control","TD_93328_Harland_Teklad",1,"22","pre",NA,NA,NA,"no","",NA,"14",NA,"yes","yes","m","group","384.1",4.47,337.9,4.2,NA,NA,84,6.7,0.8,3.9,"0.5",NA,NA,"control","yes","Nolan_control",0,"yes","122","ANXIETY","ANXIETY","EPM","10","Latency_enter_open_arm","sec","no","day","con_exp_4mo",192,60.8,7,329.6,70.4,7,"con_27","no","protein-","protein-.ANXIETY","PR_anx",0,160.861679712727,186.260892298947,25876.48,34693.12,-0.79068969540583,-0.740220140379926,0.555467847605622,14,0.308544529723622
"comp_107","s_10","D_17","A_22","Almeida",1996,"Prenatal protein malnutrition affects","J009","rats","Sprague-Dawley","protein","-",24,NA,"no","no","yes","yes","Teklad_isocal_25Casein","Teklad_isocal_6Casein",-35,"22","pre",NA,NA,NA,"no","single",22.7,"12",8,"yes","yes","m","pair","423",5,408,249,8,8,70,5.86,0.22,5,"0.33",8,8,"control","yes","Rat_Chow_PMI_foods_#5001",21,"yes","70","ANXIETY","ANXIETY","Elev_T_maze","5","latency_emerge_closed_arm","sec","no","night","6/25_25/25m",23.46,1.68,8,58.66,36.87,8,"con_49","no","protein-","protein-.ANXIETY","PR_anx",0,4.7517575695736,104.284108089392,22.5792,10875.1752,-0.476858088169063,-0.450847646996205,0.507207466737584,16,0.257259414314358
"comp_108","s_10","D_17","A_22","Almeida",1996,"Prenatal protein malnutrition affects","J009","rats","Sprague-Dawley","protein","-",24,NA,"no","no","yes","yes","Teklad_isocal_25Casein","Teklad_isocal_6Casein",-35,"22","pre",NA,NA,NA,"no","single",22.7,"12",8,"yes","yes","m","pair","423",5,408,249,8,8,70,5.86,0.22,5,"0.33",8,8,"control","yes","Rat_Chow_PMI_foods_#5001",21,"yes","70","ANXIETY","ANXIETY","Elev_T_maze","5","time_in_open_arm","sec","yes","night","6/25_25/25m",30.28,9.78,8,30.75,6.22,8,"con_50","no","protein-","protein-.ANXIETY","PR_anx",0,27.6620172800177,17.5928167159213,765.1872,309.5072,-0.0202754435092044,0.0191695102268842,0.500013123760708,16,0.250013123932941
"comp_109","s_10","D_17","A_23","Almeida",1996,"Prenatal protein malnutrition affects","J009","rats","Sprague-Dawley","protein","-",24,NA,"no","no","yes","yes","Teklad_isocal_25Casein","Teklad_isocal_6Casein",-35,"22","pre",NA,NA,NA,"no","single",22.7,"12",8,"yes","yes","f","pair","264",6,249,6,8,8,70,5.55,0.22,5.17,"0.21",8,8,"control","yes","Rat_Chow_PMI_foods_#5002",21,"yes","70","ANXIETY","ANXIETY","Elev_T_maze","5","latency_emerge_closed_arm","sec","no","night","6/25_25/25f",15.08,3.35,8,15.08,1.68,8,"con_51","no","protein-","protein-.ANXIETY","PR_anx",0,9.47523086789974,4.7517575695736,89.78,22.5792,0,0,0.5,16,0.25
"comp_110","s_10","D_17","A_23","Almeida",1996,"Prenatal protein malnutrition affects","J009","rats","Sprague-Dawley","protein","-",24,NA,"no","no","yes","yes","Teklad_isocal_25Casein","Teklad_isocal_6Casein",-35,"22","pre",NA,NA,NA,"no","single",22.7,"12",8,"yes","yes","f","pair","264",6,249,6,8,8,70,5.55,0.22,5.17,"0.21",8,8,"control","yes","Rat_Chow_PMI_foods_#5002",21,"yes","70","ANXIETY","ANXIETY","Elev_T_maze","5","time_in_open_arm","sec","yes","night","6/25_25/25f",47.84,24,8,28.31,7.55,8,"con_52","no","protein-","protein-.ANXIETY","PR_anx",0,67.8822509939086,21.3546247918337,4608,456.02,0.388123138879614,-0.366952785849817,0.504786176339014,16,0.254809083822962
"comp_176","s_14","D_26","A_34","Hernandes",2005,"Effects of different malnutrition techniques","J008","rats","Wistar","protein","-",38,NA,"no","yes","yes","yes","Hernandes_control_16%protein","Hernandes_low_6%protein",0,"43","pre+lact",NA,NA,NA,"no","single",23,"12",8,"yes","no","both","single","404.5",10,325,13.7,10,10,70,NA,NA,NA,"",NA,NA,"control","yes","Hernandes_control_16%protein",21,"yes","70","ANXIETY","ANXIETY","Elev_T_maze","5","latency_emerge_closed_arm","sec","no","day","C_PM",13.41,3.66,10,15.85,2.44,10,"con_72","no","protein-","protein-.ANXIETY","PR_anx",0,11.5739362362163,7.71595749081085,133.956,59.536,-0.248069469178417,-0.237587660621582,0.448963246963974,20,0.201567997124434
"comp_177","s_14","D_26","A_34","Hernandes",2005,"Effects of different malnutrition techniques","J008","rats","Wistar","protein","-",38,NA,"no","yes","yes","yes","Hernandes_control_protein","Hernandes_low_6%protein",0,"43","pre+lact",NA,NA,NA,"no","single",23,"12",8,"yes","no","both","single","404.5",10,325,13.7,10,10,70,NA,NA,NA,"",NA,NA,"control","yes","Hernandes_control_16%protein",21,"yes","70","ANXIETY","ANXIETY","Elev_T_maze","5","latency_emerge_open_arm","sec","yes","day","C_PM",11.16,1.16,10,10.23,1.39,10,"con_73","no","protein-","protein-.ANXIETY","PR_anx",0,3.66824208579532,4.39556594763405,13.456,19.321,0.229727690115273,-0.220020886307586,0.448714496906056,20,0.201344699733655
"comp_180","s_15","D_28","A_36","Perreira",2009,"Effect of early malnutrition and environmental ","J008","rats","Wistar","protein","-",38,NA,"no","yes","yes","yes","Perreira_isocal_16%protein","Perreira_isocal_6%protein",22,"43","lact",90,NA,NA,"no","",24,"12",8,"yes","no","m","single","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"control","yes","Perreira_isocal_16%protein",35,"yes","28","ANXIETY","ANXIETY","EPM","5","Open_arm_entries","#","yes","day","CNS_MNS",3.04,0.65,14,1.19,0.43,13,"con_76","no","protein-","protein-.ANXIETY","PR_anx",0,2.43207730140306,1.55038704844952,5.915,2.4037,0.899545865656076,-0.872286900030135,0.404437061940337,27,0.163569337070932
"comp_181","s_15","D_28","A_36","Perreira",2009,"Effect of early malnutrition and environmental ","J008","rats","Wistar","protein","-",38,NA,"no","yes","yes","yes","Perreira_isocal_16%protein","Perreira_isocal_6%protein",22,"43","lact",90,NA,NA,"no","",24,"12",8,"yes","no","m","single","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"control","yes","Perreira_isocal_16%protein",35,"yes","28","ANXIETY","ANXIETY","EPM","5","Open_arm_time","sec","yes","day","CNS_MNS",15.15,0.44,14,8.91,0.44,13,"con_77","no","protein-","protein-.ANXIETY","PR_anx",0,1.64632925018053,1.58644256120416,2.7104,2.5168,3.85694607919935,-3.74006892528422,0.654304179773583,27,0.428113959669181
"comp_182","s_15","D_28","A_36","Perreira",2009,"Effect of early malnutrition and environmental ","J008","rats","Wistar","protein","-",38,NA,"no","yes","yes","yes","Perreira_isocal_16%protein","Perreira_isocal_6%protein",22,"43","lact",90,NA,NA,"no","",24,"12",8,"yes","no","m","single","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"control","yes","Perreira_isocal_16%protein",35,"yes","28","ANXIETY","ANXIETY","EPM","5","Frequency_segment_1","#","no","day","CNS_MNS",2.27,0.47,14,1.07,0.34,13,"con_78","no","protein-","protein-.ANXIETY","PR_anx",0,1.75857897178375,1.22588743365776,3.0926,1.5028,0.786231177540382,0.762405990342188,0.399971131750582,27,0.159976906233841
"comp_534","s_57","D_103","A_143","Reyes-Castro",2012,"Pre- and/or postnatal protein","J008","rats","Wistar","protein","-",50,NA,"no","yes","yes","yes","Zambrano_2005_isocal_20%","Zambrano_2005_isocal_10%",0,"43","pre+lact",91,20,20,"yes","single",22,"12",10,"yes","no","m","group","330",13,298,13,8,8,90,5.8,0.07,5.2,"0.01",8,8,"control","yes","Zambrano_2005_isocal_20%",21,"yes","90","ANXIETY","ANXIETY","EPM","5","Open_arm_entries","#","yes","night","cc_rr",5.2,0.618,8,3.2,0.514,8,"con_203","no","protein-","protein-.ANXIETY","PR_anx",0,1.74796796309315,1.45381154211954,3.055392,2.113568,1.24406596192694,-1.17620781854911,0.512203440612364,56,0.262352364575143
"comp_535","s_57","D_104","A_144","Reyes-Castro",2012,"Pre- and/or postnatal protein","J008","rats","Wistar","protein","-",50,NA,"no","yes","yes","yes","Zambrano_2005_isocal_20%","Zambrano_2005_isocal_10%",22,"43","lact",91,20,20,"yes","single",22,"12",10,"yes","no","m","group","330",13,281,6,8,8,90,5.8,0.07,5.8,"0.07",8,8,"control","yes","Zambrano_2005_isocal_20%",21,"yes","90","ANXIETY","ANXIETY","EPM","5","Open_arm_entries","#","yes","night","cc_cr",6.8,1.31,8,3.2,0.514,8,"con_203","no","protein-","protein-.ANXIETY","PR_anx",0,3.70523953341751,1.45381154211954,13.7288,2.113568,1.27910869156208,-1.20933912656779,0.512891846046998,56,0.263058045741498
"comp_536","s_57","D_105","A_145","Reyes-Castro",2012,"Pre- and/or postnatal protein","J008","rats","Wistar","protein","-",50,NA,"no","yes","yes","yes","Zambrano_2005_isocal_20%","Zambrano_2005_isocal_10%",0,"22","pre",91,20,20,"yes","single",22,"12",10,"yes","no","m","group","330",13,340,7,8,8,90,5.8,0.07,5.2,"0.01",8,8,"control","yes","Zambrano_2005_isocal_20%",21,"yes","90","ANXIETY","ANXIETY","EPM","5","Open_arm_entries","#","yes","night","cc-rc",6.69,0.46,8,3.2,0.514,8,"con_203","no","protein-","protein-.ANXIETY","PR_anx",0,1.30107647738325,1.45381154211954,1.6928,2.113568,2.52979329969246,-2.39180457425469,0.54870569396003,56,0.301077938584158
"comp_537","s_57","D_103","A_143","Reyes-Castro",2012,"Pre- and/or postnatal protein","J008","rats","Wistar","protein","-",50,NA,"no","yes","yes","yes","Zambrano_2005_isocal_20%","Zambrano_2005_isocal_10%",0,"43","pre+lact",91,20,20,"yes","single",22,"12",10,"yes","no","m","group","330",13,298,13,8,8,90,5.8,0.07,5.2,"0.01",8,8,"control","yes","Zambrano_2005_isocal_20%",21,"yes","90","ANXIETY","ANXIETY","EPM","5","Open_arm_time","sec","yes","night","cc_rr",158.38,23.12,8,52.02,9.25,8,"con_204","no","protein-","protein-.ANXIETY","PR_anx",0,65.3932351241319,26.1629509039023,4276.2752,684.5,2.1355933157878,-2.01910640765392,0.560089148671736,32,0.31369985445983
"comp_538","s_57","D_104","A_144","Reyes-Castro",2012,"Pre- and/or postnatal protein","J008","rats","Wistar","protein","-",50,NA,"no","yes","yes","yes","Zambrano_2005_isocal_20%","Zambrano_2005_isocal_10%",22,"43","lact",91,20,20,"yes","single",22,"12",10,"yes","no","m","group","330",13,281,6,8,8,90,5.8,0.07,5.8,"0.07",8,8,"control","yes","Zambrano_2005_isocal_20%",21,"yes","90","ANXIETY","ANXIETY","EPM","5","Open_arm_time","sec","yes","night","cc_cr",137.57,23.12,8,52.02,9.25,8,"con_204","no","protein-","protein-.ANXIETY","PR_anx",0,65.3932351241319,26.1629509039023,4276.2752,684.5,1.71775111099705,-1.62405559585176,0.539640455801612,32,0.291211821537772
"comp_539","s_57","D_105","A_145","Reyes-Castro",2012,"Pre- and/or postnatal protein","J008","rats","Wistar","protein","-",50,NA,"no","yes","yes","yes","Zambrano_2005_isocal_20%","Zambrano_2005_isocal_10%",0,"22","pre",91,20,20,"yes","single",22,"12",10,"yes","no","m","group","330",13,340,7,8,8,90,5.8,0.07,5.2,"0.01",8,8,"control","yes","Zambrano_2005_isocal_20%",21,"yes","90","ANXIETY","ANXIETY","EPM","5","Open_arm_time","sec","yes","night","cc-rc",146.82,11.56,8,52.02,9.25,8,"con_204","no","protein-","protein-.ANXIETY","PR_anx",0,32.696617562066,26.1629509039023,1069.0688,684.5,3.20156210090432,-3.02693144085499,0.627025641765805,32,0.39316115543182
"comp_540","s_57","D_103","A_143","Reyes-Castro",2012,"Pre- and/or postnatal protein","J008","rats","Wistar","protein","-",50,NA,"no","yes","yes","yes","Zambrano_2005_isocal_20%","Zambrano_2005_isocal_10%",0,"43","pre+lact",91,20,20,"yes","single",22,"12",10,"yes","no","m","group","330",13,298,13,8,8,90,5.8,0.07,5.2,"0.01",8,8,"control","yes","Zambrano_2005_isocal_20%",21,"yes","90","ANXIETY","ANXIETY","EPM","5","Open_arm_dist","m","yes","night","cc_rr",2.3,0.38,8,1.29,0.31,8,"con_205","no","protein-","protein-.ANXIETY","PR_anx",0,1.07480230740355,0.876812408671319,1.1552,0.7688,1.02975483023631,-0.973586384950692,0.514597391914321,32,0.264810475765021
"comp_541","s_57","D_104","A_144","Reyes-Castro",2012,"Pre- and/or postnatal protein","J008","rats","Wistar","protein","-",50,NA,"no","yes","yes","yes","Zambrano_2005_isocal_20%","Zambrano_2005_isocal_10%",22,"43","lact",91,20,20,"yes","single",22,"12",10,"yes","no","m","group","330",13,281,6,8,8,90,5.8,0.07,5.8,"0.07",8,8,"control","yes","Zambrano_2005_isocal_20%",21,"yes","90","ANXIETY","ANXIETY","EPM","5","Open_arm_dist","m","yes","night","cc_cr",2.59,0.7,8,1.29,0.31,8,"con_205","no","protein-","protein-.ANXIETY","PR_anx",0,1.97989898732233,0.876812408671319,3.92,0.7688,0.849038718957521,-0.802727516105293,0.509968924683048,32,0.260068304142384
"comp_542","s_57","D_105","A_145","Reyes-Castro",2012,"Pre- and/or postnatal protein","J008","rats","Wistar","protein","-",50,NA,"no","yes","yes","yes","Zambrano_2005_isocal_20%","Zambrano_2005_isocal_10%",0,"22","pre",91,20,20,"yes","single",22,"12",10,"yes","no","m","group","330",13,340,7,8,8,90,5.8,0.07,5.2,"0.01",8,8,"control","yes","Zambrano_2005_isocal_20%",21,"yes","90","ANXIETY","ANXIETY","EPM","5","Open_arm_dist","m","yes","night","cc-rc",3.5,0.5,8,1.29,0.31,8,"con_205","no","protein-","protein-.ANXIETY","PR_anx",0,1.4142135623731,0.876812408671319,2,0.7688,1.87828494868436,-1.77583304239248,0.547060082886996,32,0.299274734288327
"comp_543","s_57","D_103","A_143","Reyes-Castro",2012,"Pre- and/or postnatal protein","J008","rats","Wistar","protein","-",50,NA,"no","yes","yes","yes","Zambrano_2005_isocal_20%","Zambrano_2005_isocal_10%",0,"43","pre+lact",91,20,20,"yes","single",22,"12",10,"yes","no","m","group","330",13,298,13,8,8,90,5.8,0.07,5.2,"0.01",8,8,"control","yes","Zambrano_2005_isocal_20%",21,"yes","90","ANXIETY","ANXIETY","Open_Field","60","Center_zone_entries","#","yes","night","cc_rr",17.6,4.2,8,35.8,6.6,8,"con_206","no","protein-","protein-.ANXIETY","PR_anx",0,11.879393923934,18.6676190233249,141.12,348.48,-1.16323023308518,1.09978131128053,0.518554465145688,32,0.26889873332253
"comp_544","s_57","D_104","A_144","Reyes-Castro",2012,"Pre- and/or postnatal protein","J008","rats","Wistar","protein","-",50,NA,"no","yes","yes","yes","Zambrano_2005_isocal_20%","Zambrano_2005_isocal_10%",22,"43","lact",91,20,20,"yes","single",22,"12",10,"yes","no","m","group","330",13,281,6,8,8,90,5.8,0.07,5.8,"0.07",8,8,"control","yes","Zambrano_2005_isocal_20%",21,"yes","90","ANXIETY","ANXIETY","Open_Field","60","Center_zone_entries","#","yes","night","cc_cr",34.4,5.1,8,35.8,6.6,8,"con_206","no","protein-","protein-.ANXIETY","PR_anx",0,14.4249783362056,18.6676190233249,208.08,348.48,-0.0839241668143206,0.079346484988085,0.500098363210303,32,0.250098372885624
"comp_545","s_57","D_105","A_145","Reyes-Castro",2012,"Pre- and/or postnatal protein","J008","rats","Wistar","protein","-",50,NA,"no","yes","yes","yes","Zambrano_2005_isocal_20%","Zambrano_2005_isocal_10%",0,"22","pre",91,20,20,"yes","single",22,"12",10,"yes","no","m","group","330",13,340,7,8,8,90,5.8,0.07,5.2,"0.01",8,8,"control","yes","Zambrano_2005_isocal_20%",21,"yes","90","ANXIETY","ANXIETY","Open_Field","60","Center_zone_entries","#","yes","night","cc-rc",19.2,3.6,8,35.8,6.6,8,"con_206","no","protein-","protein-.ANXIETY","PR_anx",0,10.1823376490863,18.6676190233249,103.68,348.48,-1.10402019018021,1.04380090707947,0.516743413323103,32,0.267023755212811
"comp_546","s_57","D_103","A_143","Reyes-Castro",2012,"Pre- and/or postnatal protein","J008","rats","Wistar","protein","-",50,NA,"no","yes","yes","yes","Zambrano_2005_isocal_20%","Zambrano_2005_isocal_10%",0,"43","pre+lact",91,20,20,"yes","single",22,"12",10,"yes","no","m","group","330",13,298,13,8,8,90,5.8,0.07,5.2,"0.01",8,8,"control","yes","Zambrano_2005_isocal_20%",21,"yes","90","ANXIETY","ANXIETY","Open_Field","60","Center_zone_time","sec","yes","night","cc_rr",116.7,33,8,124.6,25.2,8,"con_207","no","protein-","protein-.ANXIETY","PR_anx",0,93.3380951166243,71.276363543604,8712,5080.32,-0.0951312989397145,0.0899423189975483,0.500126384351162,32,0.250126400324166
"comp_547","s_57","D_104","A_144","Reyes-Castro",2012,"Pre- and/or postnatal protein","J008","rats","Wistar","protein","-",50,NA,"no","yes","yes","yes","Zambrano_2005_isocal_20%","Zambrano_2005_isocal_10%",22,"43","lact",91,20,20,"yes","single",22,"12",10,"yes","no","m","group","330",13,281,6,8,8,90,5.8,0.07,5.8,"0.07",8,8,"control","yes","Zambrano_2005_isocal_20%",21,"yes","90","ANXIETY","ANXIETY","Open_Field","60","Center_zone_time","sec","yes","night","cc_cr",127.7,17,8,124.6,25.2,8,"con_207","no","protein-","protein-.ANXIETY","PR_anx",0,48.0832611206852,71.276363543604,2312,5080.32,0.050990152688368,-0.0482088716326388,0.500036312670516,32,0.250036313989126
"comp_548","s_57","D_105","A_145","Reyes-Castro",2012,"Pre- and/or postnatal protein","J008","rats","Wistar","protein","-",50,NA,"no","yes","yes","yes","Zambrano_2005_isocal_20%","Zambrano_2005_isocal_10%",0,"22","pre",91,20,20,"yes","single",22,"12",10,"yes","no","m","group","330",13,340,7,8,8,90,5.8,0.07,5.2,"0.01",8,8,"control","yes","Zambrano_2005_isocal_20%",21,"yes","90","ANXIETY","ANXIETY","Open_Field","60","Center_zone_time","sec","yes","night","cc-rc",141,59.2,8,124.6,25.2,8,"con_207","no","protein-","protein-.ANXIETY","PR_anx",0,167.442885784974,71.276363543604,28037.12,5080.32,0.127447249385586,-0.120495581237281,0.500226810824002,32,0.250226862267152
"comp_549","s_57","D_103","A_143","Reyes-Castro",2012,"Pre- and/or postnatal protein","J008","rats","Wistar","protein","-",50,NA,"no","yes","yes","yes","Zambrano_2005_isocal_20%","Zambrano_2005_isocal_10%",0,"43","pre+lact",91,20,20,"yes","single",22,"12",10,"yes","no","m","group","330",13,298,13,8,8,90,5.8,0.07,5.2,"0.01",8,8,"control","yes","Zambrano_2005_isocal_20%",21,"yes","90","ANXIETY","ANXIETY","Open_Field","60","Border_zone_time","sec","no","night","cc_rr",3483.3,33,8,3475.4,25.1,8,"con_208","no","protein-","protein-.ANXIETY","PR_anx",0,93.3380951166243,70.9935208311294,8712,5040.08,0.095270379254019,0.0900738131128907,0.500126754117904,32,0.250126770184511
"comp_550","s_57","D_104","A_144","Reyes-Castro",2012,"Pre- and/or postnatal protein","J008","rats","Wistar","protein","-",50,NA,"no","yes","yes","yes","Zambrano_2005_isocal_20%","Zambrano_2005_isocal_10%",22,"43","lact",91,20,20,"yes","single",22,"12",10,"yes","no","m","group","330",13,281,6,8,8,90,5.8,0.07,5.8,"0.07",8,8,"control","yes","Zambrano_2005_isocal_20%",21,"yes","90","ANXIETY","ANXIETY","Open_Field","60","Border_zone_time","sec","no","night","cc_cr",3472.3,17,8,3475.4,25.1,8,"con_208","no","protein-","protein-.ANXIETY","PR_anx",0,48.0832611206852,70.9935208311294,2312,5040.08,-0.0511295039890848,-0.0483406219533165,0.500036511412711,32,0.250036512745794
"comp_551","s_57","D_105","A_145","Reyes-Castro",2012,"Pre- and/or postnatal protein","J008","rats","Wistar","protein","-",50,NA,"no","yes","yes","yes","Zambrano_2005_isocal_20%","Zambrano_2005_isocal_10%",0,"22","pre",91,20,20,"yes","single",22,"12",10,"yes","no","m","group","330",13,340,7,8,8,90,5.8,0.07,5.2,"0.01",8,8,"control","yes","Zambrano_2005_isocal_20%",21,"yes","90","ANXIETY","ANXIETY","Open_Field","60","Border_zone_time","sec","no","night","cc-rc",3459,59.2,8,3475.4,25.1,8,"con_208","no","protein-","protein-.ANXIETY","PR_anx",0,167.442885784974,70.9935208311294,28037.12,5040.08,-0.127524748667625,-0.120568853285755,0.500227086687615,32,0.250227138255979
"comp_552","s_57","D_103","A_143","Reyes-Castro",2012,"Pre- and/or postnatal protein","J008","rats","Wistar","protein","-",50,NA,"no","yes","yes","yes","Zambrano_2005_isocal_20%","Zambrano_2005_isocal_10%",0,"43","pre+lact",91,20,20,"yes","single",22,"12",10,"yes","no","m","group","330",13,298,13,8,8,90,5.8,0.07,5.2,"0.01",8,8,"control","yes","Zambrano_2005_isocal_20%",21,"yes","90","ANXIETY","ANXIETY","Open_Field","60","Center_zone_distance","m","yes","night","cc_rr",9.4,2.4,8,14.1,2.4,8,"con_209","no","protein-","protein-.ANXIETY","PR_anx",0,6.78822509939086,6.78822509939086,46.08,46.08,-0.692375389911828,0.654609459553001,0.506651284547251,32,0.256695524133379
"comp_553","s_57","D_104","A_144","Reyes-Castro",2012,"Pre- and/or postnatal protein","J008","rats","Wistar","protein","-",50,NA,"no","yes","yes","yes","Zambrano_2005_isocal_20%","Zambrano_2005_isocal_10%",22,"43","lact",91,20,20,"yes","single",22,"12",10,"yes","no","m","group","330",13,281,6,8,8,90,5.8,0.07,5.8,"0.07",8,8,"control","yes","Zambrano_2005_isocal_20%",21,"yes","90","ANXIETY","ANXIETY","Open_Field","60","Center_zone_distance","m","yes","night","cc_cr",13.4,2.4,8,14.1,2.4,8,"con_209","no","protein-","protein-.ANXIETY","PR_anx",0,6.78822509939086,6.78822509939086,46.08,46.08,-0.103119738923038,0.0974950258908724,0.500148497949507,32,0.250148520001148
"comp_554","s_57","D_105","A_145","Reyes-Castro",2012,"Pre- and/or postnatal protein","J008","rats","Wistar","protein","-",50,NA,"no","yes","yes","yes","Zambrano_2005_isocal_20%","Zambrano_2005_isocal_10%",0,"22","pre",91,20,20,"yes","single",22,"12",10,"yes","no","m","group","330",13,340,7,8,8,90,5.8,0.07,5.2,"0.01",8,8,"control","yes","Zambrano_2005_isocal_20%",21,"yes","90","ANXIETY","ANXIETY","Open_Field","60","Center_zone_distance","m","yes","night","cc-rc",7.2,1.7,8,14.1,2.4,8,"con_209","no","protein-","protein-.ANXIETY","PR_anx",0,4.80832611206852,6.78822509939086,23.12,46.08,-1.17303519158363,1.10905145386089,0.518862866145028,32,0.269218673864233
"comp_555","s_57","D_103","A_143","Reyes-Castro",2012,"Pre- and/or postnatal protein","J008","rats","Wistar","protein","-",50,NA,"no","yes","yes","yes","Zambrano_2005_isocal_20%","Zambrano_2005_isocal_10%",0,"43","pre+lact",91,20,20,"yes","single",22,"12",10,"yes","no","m","group","330",13,298,13,8,8,90,5.8,0.07,5.2,"0.01",8,8,"control","yes","Zambrano_2005_isocal_20%",21,"yes","90","ANXIETY","ANXIETY","Open_Field","60","Border_zone_distance","m","no","night","cc_rr",72.5,12.3,8,114.5,10.3,8,"con_210","no","protein-","protein-.ANXIETY","PR_anx",0,34.7896536343781,29.1327993848858,1210.32,848.72,-1.30897664079306,-1.23757791493162,0.523384405449381,32,0.273931235867602
"comp_556","s_57","D_104","A_144","Reyes-Castro",2012,"Pre- and/or postnatal protein","J008","rats","Wistar","protein","-",50,NA,"no","yes","yes","yes","Zambrano_2005_isocal_20%","Zambrano_2005_isocal_10%",22,"43","lact",91,20,20,"yes","single",22,"12",10,"yes","no","m","group","330",13,281,6,8,8,90,5.8,0.07,5.8,"0.07",8,8,"control","yes","Zambrano_2005_isocal_20%",21,"yes","90","ANXIETY","ANXIETY","Open_Field","60","Border_zone_distance","m","no","night","cc_cr",74.6,10.8,8,114.5,10.3,8,"con_210","no","protein-","protein-.ANXIETY","PR_anx",0,30.5470129472589,29.1327993848858,933.12,848.72,-1.33676030732795,-1.26384610874643,0.524364302432501,32,0.274957921665523
